review,rating,date,title
천만관객이 이해안가는 영화로 해운대 이후 두번째...,3,2018.01.04,신과함께
볼꺼리가 너무 많네요. 부모님 생각도 많이나고. 현재 개봉중인 영화 다 봤지만 이렇게 많이 남는 영화는 없습니다. 강추~,10,2018.01.04,신과함께
기대가 커서인지 영 별로였어요.,4,2018.01.04,신과함께
신파인걸 알면서도 슬프네,7,2018.01.04,신과함께
"왜 재밌다고들 하는지 이해가 1도 되지 않는 영화. 재미로 2편을 보게 유도하는게 아니라, 2편을 보라고 강요하는 듯한 구성은 정말 불쾌했다. 뻔한 억지 신파극은 덤.",0,2018.01.04,신과함께
좀 지루.....끝에 오열....개그 전문 캐릭터들의 활용도가 좀 떨어진듯하네요~유머가 좀 풍부했음 어땟을까 싶은 생각도 듭니다. 암튼 전체적인 의견은 좀 지루한거 같았습니다. 김동욱씨 연기가 정말 좋았던거 같아요~,6,2018.01.04,신과함께
졸려요..,1,2018.01.04,신과함께
"사람마다 감정이입도 달라지고, 생각하는 것도 다르기에 리뷰수가 좋지못한점도 많은게 당연한거임. 근데 난 이 영화 엄청 재밌게봤다.. 가족들과 함께보는데 울고,웃고 감동적인영화 였다",10,2018.01.04,신과함께
영화관에 이영화밖에 없으니..돈이 아까버,1,2018.01.04,신과함께
볼만하구먼,9,2018.01.04,신과함께
예고편만 봐도 조잡한 영화라는 게 티나는데 천만영화? 어휴..,0,2018.01.04,신과함께
마케팅의 승리 비추,0,2018.01.04,신과함께
재미없음 개독교 출신들이 대분인 한국에서 49제라는 불교를 따르고  권선징악의 대표적인 고대소설인 성경 불경의 지옥의 창작은 현대 인간사회의 인간철학보다 저급한 논리로 인간을 개몽할 수 없다. 연쇄살인마의 털 하나도 못자르는 한국의 법치와 사형제도가 사라져가는 선진국의 법철학에서 보면 이따위 싸구려 각종 대왕의 출현은 싸구려 소설중에 하나인 성경을 따르는 개독교인들이나 불경을 따르는 불교신자들에게 맹아적인 사탕발림일뿐이다.,1,2018.01.04,신과함께
첨부터 눈물 진짜 재밌다,10,2018.01.04,신과함께
며칠전에 봤었지만 신파의 극치에 유치하고 산만하더군요 이게 재밌나요?,6,2018.01.04,신과함께
존쓰레기..,0,2018.01.04,신과함께
재미씀 ㅠㅠ,9,2018.01.04,신과함께
이걸 재밌다고 하는 사람. 많던데   참 참  일단 초등 육학년 딸은. 재미다고 하네요 근데  정말. 이런 어이없는 영화가 재밌다는건  정신에 문제이거나.  그냥 바빠 신경 못쓰거나 일것같네요,5,2018.01.04,신과함께
"사람마다 감동의 차이나 영화보는 인식의 차이는 있으니, 평점이 들쑥날쑥 한 건 이해함. 내 경우엔 흥행이라 해서 궁금한 마음에 본 케이스, 궁금함이 해결되고 괜찮은 영화라고 생각하며 상영관을 나왔음. 웹툰을 안보고 들어가서 얼마나 각색이 되었는지 알 수 없으나, 연기력은 알아주는 배우들이라 즐겁게 봤음. 뭐 좀 지루했다는 평에는 어느정도 동의, 중간에 늘어지는 듯 한 느낌이 없지 않았음.",9,2018.01.04,신과함께
종교의식,10,2018.01.04,신과함께
오랜만에 영화보다 졸았네요 이런 영화가 천만을 넘기다니......,3,2018.01.04,신과함께
"초딩,중딩이 볼 영화 유치찬란 15세 미만 가  5분보고 나가려했는데 일행이 참으라고...",0,2018.01.03,신과함께
내 스탈 아님.,6,2018.01.03,신과함께
재미나요,8,2018.01.03,신과함께
진짜 재미있다,10,2018.01.03,신과함께
감독이 영화를 망쳤다.  좋은 이야기거리를  뻔히 예측 가능한 삼류로 개작했다.  영화비와 시간을 돌리도 ~~~ 나쁜 감독아.,3,2018.01.03,신과함께
잼있고 감동적인 영화,8,2018.01.03,신과함께
재미있었습니다.,10,2018.01.03,신과함께
CG가 외국영화인줄!!! 살짝 중간에 지루한면도 있지만 마지막에 오열 ㅠㅠ,8,2018.01.03,신과함께
그냥 애들영화..,4,2018.01.03,신과함께
차태현씨 좋아하지만 이 영화와는 안맞는듯... CG는 괜찮았습니다. 중반 넘어서까지 이 영화 뭐야 하는.... 마지막에 눈물 짜내게 하려는듯한... 여튼 전 별로 였습니다.,5,2018.01.03,신과함께
"흠... 억지가 많고 뭔가 허전하니, 아쉬운 영화..개연성도 부족하고...뭔가..억지가 상당한 영화",5,2018.01.03,신과함께
지루하고 넘 길어요,1,2018.01.03,신과함께
김동욱연기가 살렸다!!! 뒤로갈수록 재밌어짐 2편 기다릴꺼임,8,2018.01.03,신과함께
재밌다 cg가 많이 발전했다 스토리는 어느정도 예상할수있지만 보는재미가있다,8,2018.01.03,신과함께
최고입니다. 아들과 함께 봐서 너무 좋았습니다.,10,2018.01.03,신과함께
어린이만화보다재미없음 차라리뽀로로가재미있겠다,0,2018.01.03,신과함께
유치하기그지없으면서도너무졸리고졸린지루함,0,2018.01.03,신과함께
이런걸두고 낚였다는 표현을 쓰는듯 하다. 중간에 졸다 막판에 깨니 진부한 신파놀음. 강철비가 백배 재밌더라;;;,0,2018.01.03,신과함께
신랑이랑 저는 영화광인데 많이 실망스럽네요~ 차태현씨 연기가 제일 어색했어요~ 그리고 후반에 김동욱씨가 다시 악귀로 변하고 먹구름에 토네이도 몰아치고 군용차 날아가고~ 너무도 비현실적이고 이 씬이 옥에 티같아요~  그전까지만해도 그냥저냥 볼만했는데요~ 적당히 개연성이 있는 스토리로 갔으면 좋았을듯~ 도중에 나가고 싶어하는 남편 붙잡고 끝까지 보고 나왔 네요~,1,2018.01.03,신과함께
재미있긴하다 하지만 원작의 진기한 변호사가 나오지 않아 아쉽다,7,2018.01.03,신과함께
만화책도 재미있지만 영화도 재미있었다. 마지막에는 정말 슬퍼서 펑펑 울기도 하였다.,10,2018.01.03,신과함께
재밌게 봤지만 CG가 많이 들어가 살짝 몰입도가 떨어졌당,10,2018.01.03,신과함께
"원작을 못보고 영화만 봤는데, 재미있었다. 근데 중간에 태극기가 뒤집혀 있었다. 가끔 한국영화에서 태극기 잘뒤집어 놓는다. 태극기 뒤집어 놓고 천만 넘으면 뭐하냐?",10,2018.01.03,신과함께
잼없음,0,2018.01.03,신과함께
최악,0,2018.01.03,신과함께
조금 어설픈듯한 부분도 있었지만 그런 부분을 잊을만큼 충분히 감동적인 영화였다,10,2018.01.03,신과함께
초등아이 둘은 재밌다고 하던데 전 정~~말 별로.. ㅜㅜ 스토리도 엉성하고 억지 신파극 연출하는듯.. 솔직히 졸았다. ㅠㅠ,1,2018.01.03,신과함께
재미와 감동 두마리 토끼를 다 잡은 영화인듯~~ 예고편 보자마자 보러가고싶었는데 오늘 보고왔네요~ 극장 관객들 모두 마지막엔 펑펑 우시고.. 여운이 길게 남는 영화 같아요~이런 영화는 돈이 아깝지가 않죠~한번더 보고싶네요,10,2018.01.03,신과함께
막판에 너무 슬퍼 울었네요~너무 재미있어요,10,2018.01.03,신과함께
졸았음,1,2018.01.03,신과함께
시간가는 줄 모르게 봤다.   왕  재미~~,10,2018.01.03,신과함께
천만관객이라는게 이해가 안된다.  졸리고 허접하고,1,2018.01.03,신과함께
죄를 우습게 생각하는 요즘세상에 필히 봐야할영화라 생각합니다. 말로도 살인을 저지를수있듯 사후세계를 떠나서 정직하게 죄없이 살아야겠구나하는 생각을 해봅니다. 사후세계를 리어리티하게 보여준것같아요.,5,2018.01.03,신과함께
"다 잘하네요. 어머니께서 연기가 좋았고, 아이돌이라 못 할 줄 알았는데 도경수도 여태 봐온 것 처럼 꽤나 잘 했구요. 차태현 하정우 연기는 항상 굿입니다.",10,2018.01.03,신과함께
"솔직히 재미없거나, 그렇게 재미있거나 하는 영화는 아니였던것같습니다. cg가 볼만하구요. 전 개인적으로 차태현 어머니역으로 나오  시는 분이 연기를 참 눈에띄지않게 잘한다고  느꼈습니다. 밑에 말맞따나, 사후세계가 실제  존재한다면 잘 살아야겠구나 라고 생각하는  계기가 되었습니다.",6,2018.01.03,신과함께
상상력이 대단하고 자기자신을 돌아볼수있었던 영화였습니다. 대박이네요^^,9,2018.01.03,신과함께
착하게 살아야 한다는 교훈과 실감나는 지옥세계 좋았습니다,10,2018.01.03,신과함께
애초에 1박2일 케릭터 젖어든 차태현이 스크린에 주연으로 나오는것자체가 망한케스팅 . 극중 몰입도에 매우 치명적이지.  웃고떠들던 예능인이 스크린에서 먹힐일 만무,3,2018.01.03,신과함께
너무 기대를 하고 갔나봐요 ㅠ,2,2018.01.03,신과함께
재미있었어요,10,2018.01.03,신과함께
완전 뜬금 없는 코미디 . 돈 아깝고 시간아까워 죽는줄..,0,2018.01.03,신과함께
그런대로 잘 봤습니다. 전반부는 약간 지루..후반부는 광풍이 불고~~cg는 좋았어요...대박나세요~~,9,2018.01.03,신과함께
한국영화의 CG가 이정도로 발전했다는걸 느낄 수 있었지만 스토리가 너무 마음에 들지 않았다 특히 억지로 울리려고 하는것 같아 거부감이 들었다,4,2018.01.03,신과함께
"원작을 못봐서... 엄마의 눈으로 봐서... 엄마는 자식들의 마음을, 행동을 알 수 있지요. 눈 감은 척, 모르는 척 하지요.  그래서 제게는 10점 만점입니다.",10,2018.01.03,신과함께
원작과 너무 다른 설정..심지어 완전 다른 결말...같은 제목을 쓴 게 이해가 안간다. 억지로 눈물코드를 쑤셔넣고 악귀가 폭주하는 CG는 그냥 웃긴 수준...,1,2018.01.03,신과함께
코미디 ~~,5,2018.01.03,신과함께
글쎄요 저는 그냥저냥 졸리던데요?? 부모님 살아계실때 잘하라는 교훈?정도?,7,2018.01.03,신과함께
시간가는줄 몰랐습니다.,10,2018.01.03,신과함께
"그냥 볼만한 정도? 내용이나 대사 등이 너무 유치하고, 신파를 강요해서 좀 거부감이 듦. 원작의 색깔만 가져온 별개의 작품.",7,2018.01.03,신과함께
"cg나 판타지 시도는 좋았는데, 억지 신파와 집중안되는 구성 및 진행, 그리고 원작과는 너무나도 먼,,",5,2018.01.03,신과함께
판타지는 갠적으로 유치하다 생각해서 싫어하는데 스토리가 좋네요~ 배경이 지옥이 아니면 하는 생각과 염라대왕이 있는 지옥의 무질서가 오히려 영화 집중을 좀 방해하네요 ~ 그래도 괜찮았어요~,7,2018.01.03,신과함께
재밌었어요 안에 교훈도 많이 담겨있는거 같고 보는내내 슬퍼서 울었습니다 감동적이였어요 좋은영화 감사합니다,10,2018.01.03,신과함께
완전 재밌어요. 웹툰 안 보신 분께 강력 추천,10,2018.01.03,신과함께
중간에 조금 지루했어요. 너무 많은 걸 담으려 한 느낌입니다.,6,2018.01.03,신과함께
지옥이라는게 새롭긴한데. 대사와연기가 뭐랄까 어색한느낌. 슬프긴했지만..  군대이야기를 뺏으면 훨씬좋았겠다. 그장면은 너무 유치하고 내용이 확실히 산으로갔음.,4,2018.01.03,신과함께
생각보다 그닥이에요 ㅎㅎ  차태연씨 연기를 기대 많이 하고 갔는데...... 허허.....차태연씨 연기는 대체가  늘지를 않네여 ㅎㅎ 많이 아쉬웠어요 ㅠㅠ 그래도 다른 배우들의 연기가  아주 하드캐리를 해가지고 배우들 존재감이 확실하네요 ㅎㅎ 특히  마동석 ㅋㅋㅋ,6,2018.01.03,신과함께
주인공이 없다고 생각하고 보면 재미 있어요~ 차태현이 주인공이 아니라  출연하신 모든 배우가 각각의 스토리로 주인공이더군요.웹툰의 내용을 전혀 모르고 영화를 본 남편은 뒷부분에서 울었네요.다음 편도 보러가겠습니다,8,2018.01.03,신과함께
"별로라는 평들이 많아 기대를 안하고 갔는데  스토리가 마음에 들었습니다.  Cg도 전혀 문제가 없었고  변호사의 역할을 동시에 수행하는 차사들이 굉장히 매력적이었고  하정우씨는 자연스럽고 중심이 되는, 멋뿜뿜",8,2018.01.03,신과함께
처음에는 좀 유치해서 후회했으나 중후반 부터는 생명의 소중함을 깨닳게해  좋았음,7,2018.01.03,신과함께
"왜 재밌다고 하는지 이해가 안가는 영화네요, 유치한 배역, 억지 신파까지,,,,,, 유치해요 ㅠㅠ.. 신과함께의 내용을 따를거면 원작의 감동을 살리던가 ㅜㅜ.. 지옥도의 배경만 따와서 쓰고,, 그럼 병장이야기를 넣지말고 독고다이로가던가,, 이도저도아닌느낌 많이받았네요, 천만까지 갈 영화는 아니라고 생각하는데,,,,,,,,영화특성상 진행이 어려운부분도 있었겠죠,,이해는 하지만 많이 아쉽습니다.",3,2018.01.03,신과함께
전반적으로 괜찮은 영화 같음. CG도 괜찮은듯.,10,2018.01.03,신과함께
재미없다해서 안볼랬는데 아들이보자해서 가족들이같이봄 첫 CG 에 놀라고 마지막 눈물이주르륵  이것만으로도 돈 하나도 안아까움,10,2018.01.03,신과함께
강철비를 보자,1,2018.01.03,신과함께
울진 않았지만 전체적으로 괜찮았음  김향기와 김동욱의 연기와 CG가 다 했음 원작팬으로써 영화로의 각색도 무리수가 있었지만 괜찮았다 생각됩니다.,9,2018.01.03,신과함께
ㅋㅋㅋ 이런 영화가.. 옆에 나오는 아저씨왈.. 만화도 아니고..이게 뭐고?,6,2018.01.03,신과함께
유치하다고  느낄영화였는데  하나도  유치하지않았다.너무  울어서 퉁퉁부었습니다.오래도록  생각할수있는  영화였습니다.감독님  고생하셨습니다.,10,2018.01.03,신과함께
따뜻한내용에 CG가주는재미까지 머리쓰지않고 악당이난무하지않는 연말연시에 가족이보기좋은영화네요,10,2018.01.03,신과함께
재미없음,6,2018.01.03,신과함께
"그 모든것 보다 스토리가 탄탄함, 삶!",10,2018.01.03,신과함께
만화가 가진 미덕은 어디로 다 갖다버리고 지옥도는 배경으로 써먹고 군인 스토리라인을 신파로 뽑아서 천만을 가다니...극장에서 20분마다 상영하는 신과함께...어쩔 수 없이 나도 봤지만 앞으로 돈 가지고 배급망 가진 제작사들이 한국영화 망쳐놓을까봐 매우 우려된다ㅠㅠ,5,2018.01.03,신과함께
이런게..900만이라니...보다 자다 나왔다 강철비 진짜잼있는데..스크린독점의 피해자군..ㅡ-,1,2018.01.03,신과함께
1987 보고 연달아 이거 봤는데 정말 이런 표현 안하고 싶지만 쓰레기임 지루함은 이루 말할수없고 CG로 온통 떡칠 원작만화의 감동을 이렇게 망칠수가,3,2018.01.03,신과함께
눈물이 너무 나서 민망한 영화,9,2018.01.03,신과함께
차태현 연기 연습 좀 해라.,6,2018.01.03,신과함께
종교색을 떠나서  CG만 현란했지 몸값 비싼  배우들의 어설픈 연기와 밋밋한 스토리에 중간에 자버린 영화.  작년 미이라 이후 2번째 취침...완전 개실망~ 천만이라니.....관객들 수준 대단해요.,5,2018.01.03,신과함께
평점 낮게 준 사람들은 이해가 안갑니다 억지 신파가 아니라 현실적인 얘기를 하면서 신파가된거 같은데 그게 더 매력인거 같아요,10,2018.01.03,신과함께
3류스토리   감성팔이영화 3점이상 주는 자들이 적폐다,1,2018.01.03,신과함께
"""반지의 제왕"" 급 스케일에 놀라고 한국적 판타지와 한국적 감성코드 ""한"" 그리고 한국적 코미디... 세계 최고 등급을 주고 싶네요. 천만이 아닌 억대관객을 기록했으면 합니다.",10,2018.01.03,신과함께
100만 영화 뭐지 나만 감동이 없었나 보면서 지루했는데,6,2018.01.03,신과함께
영화 재미없단말 할수 있어좋네요~~ 희한하게 재미없음 그냥 그렇게 많은 사람이왜 보는지 이해가 안가는 정도,1,2018.01.03,신과함께
재미와감동을동시에느낄수있는영화입니다,10,2018.01.03,신과함께
솔직히 생각했던 것 보다는 약간 지루함. 원인은 반복적 구조. 근데 그 외에는 너무나 현실적인 영화라는 생각이 듬. 흑수저 인생들의 짠내나는 삶. 죽어야 쉰다는 말에 울컥. 결국 삶은 신파다! 자식이나 부모나 다 맘 한켠에 서로에 대한 미안함ㆍ죄책감 안고 살지 않나?,8,2018.01.03,신과함께
차태현이 호감이라 2점입니다. 투자한만큼 좋은 화면은 아닙니다. 내용도 어지럽습니다. 1시간 못 넘기고 나왔습니다. 강철비가 그냥 더 나은 듯.,2,2018.01.03,신과함께
"기대 이상. 인터넷의 일부 혹평에 속아 최대한 미뤘다가 감상했습니다. 혹평자들은 남들이 대세라는 건 비판하고 싶은 마이너 감성 + 1987,강철비의 극성팬 + 한국영화를 헐리우드와 비교할 정도로 눈이 하늘에 달린 인터넷 평론가 + 자학병이 합쳐서 이렇게 된거 같은데, 영화는 제발 객관적으로 평가합시다. 일부 네티즌들의 잘난체 정신 때문에 제가 이 영화를 못볼 뻔했습니다. 한국 판타지 영화의 진일보에 찬사를 보냅니다.",10,2018.01.03,신과함께
아진짜 완전 명작이고요 강림이하고 해원맥하고 사귀는게 틀림없습니다 강림도령하고 해원맥 조합이 개쩔고 삼차사들 다 너무 좋고 짱이고 강림이가 멋지고 귀엽고 잘생기고 간지나고 귀엽고 다합니다 충성충성 강림이와함께 하정우 입덕했습니다 하정우 제가 왜 여태까지 몰라봤을까요 행동 하나하나가 다 귀엽고 멋지고 사랑스러워요 진짜 저세상 귀여움이고 겨우 400자로 표현할수없지만 힘내보겠습니다 일단 강림이 진짜 정장 쫙 빼입고 단정하게 댕기는데 해원맥은 정장은 입었지만 숨길수없는 날티와 말투와 행동과 강림이와 대비되는 그게 너무 최고됬고 강림인 그렇게 단정하게 입어놓고는 액션한다고 그 옷자락을 펄럭이며 날아다니는데 여기서 죽어버렸습니다 명이 안되서 다시 돌아왔구요 마지막에 해원맥하고 부르는데 해원맥이 얼른 달려오는거보고 두번 죽었다가 이승으로 돌아왔습니다 신과함께 두번보세요 세번보세요 충성충성,10,2018.01.03,신과함께
굳이 나쁘게 얘기하고 싶지 않은 영화였으나 스크린 독점에 다른 영화들이 피해보는 게 눈에 보여 평점답니다. 독과점에 싸웁시다. 보지 맙시다. 최악의 영화는 아니지만 천만갈 영화는 아니라 봅니다.,1,2018.01.03,신과함께
"으아 지루하고,  씨지도 후지고, 억지 눈물짜내기까지 ㅠ",2,2018.01.03,신과함께
"가족들과 함께 볼 영화. 소방관이야기, 세모자 이야기, 군 의문사이야기가 다 녹아있어요...그리고 마지막에 엄마~",9,2018.01.03,신과함께
감동재미 모두 갖춘 영화 가족인생 모두 다시 생각  아마도 사랑하는 사람을 먼저 보내고  현몽이라는걸 경험 했다면  공감하며  볼수 있는 그런영화.,10,2018.01.03,신과함께
본거중에 제일 재미있고 뭔가 다시 생각해보는 영화인거같아요. cg도 장난아니고 첨에는 뭐지 했는데 볼 수록 빠져들었어요. 좋은 명언도 알수있는 영화에요~,10,2018.01.03,신과함께
눈물이 날 수 밖에 없는 소재들을 짜집기해서 억지로 흘리게 만든다.  호불호가 엇갈려서 확인차 보았지만 분명히 잘만든 영화는 아닌 듯...,4,2018.01.03,신과함께
"눈물을 억지로 짜냄 영화 완성도도 그닥, 왜 1000만 영화 운운하는지",1,2018.01.03,신과함께
지금까지 본 한국영화중에 제일 재밌게봄,10,2018.01.03,신과함께
눈물이 어디서 나는지 .. 참,6,2018.01.02,신과함께
7.3? 대체 왜..,10,2018.01.02,신과함께
글쎄..괜찮았지만 재밌지는 않았어 뭔가 어설픈 느낌 감동때문에 그나마 6점 드림,6,2018.01.02,신과함께
홍보에 완벽히 속았다. 정말 돈이 아까웠다.,2,2018.01.02,신과함께
한마디로 돈만 노린 지옥갈 못된 영화!!,1,2018.01.02,신과함께
최고입니다,10,2018.01.02,신과함께
감동적임 착하게 살아요,10,2018.01.02,신과함께
1987한번  더볼걸,7,2018.01.02,신과함께
넘나 재미있었당! 그에 비해 평점이 너무 짜다,9,2018.01.02,신과함께
이 정재분 목소리 넘나 멋지구요...무엇보다 이런 장르에 영화 신선했고 볼거리에 감동도 있어 넘 좋았어요 불평하시는 분들 ...예고편 보셨을듯 한데 본인 입에 안 맞다고 타인도 그럴거라 비평 하시는건 자제하시고 그냥 영화로 보세요..제 생각엔 괴물 영화 보다는 백배 천배 재밌었음  -_-'',10,2018.01.02,신과함께
이정도면 웰메이드지 수출해도되겠구만,10,2018.01.02,신과함께
지루하고 단조로운듯,1,2018.01.02,신과함께
에휴 정말  뛰쳐나오고 싶었음,5,2018.01.02,신과함께
하고싶어요안될까요제발보내드립니다!,10,2018.01.02,신과함께
같은패턴이 반복되면서 점점 지루하고 몰입감이 떨어집니다 그냥 결말언제나오나 이런생각들어요,2,2018.01.02,신과함께
생각했던거 보단 재밌음  처음엔 좀  지루한감 있었지만  볼거리가 많고    아바타 보단 더  재밌게 봤음  왜 관객이 많이 몰리는지 알거같음   일단 보시고들  판단하시길  ^(^  작년 한해   가장 재밌었던  작품들   더 재미난 순서대로   범죄도시 . 강철비 . 1987 .  군함도 .  신과 함께 . 남한산성 .  참고로   택시 운전사는   생각했던거 보단  재미없었음   뻔한 사실  알고있었기기에 .......  암튼   강철비 . 1987 . 신과 함께    꼭보세요   빵끗 ^(^,10,2018.01.02,신과함께
허접~,1,2018.01.02,신과함께
이게 왜~~??,0,2018.01.02,신과함께
이렇게 재미없는 영화는 처음봄 유치하고 보는내내 언제 끝나나 함 배우들이 아까움,2,2018.01.02,신과함께
영화제목만 보고 갔다가 유치함에. 중간에 그만보고 나가지 못함을... 후회 또후회 하였다.,1,2018.01.02,신과함께
주지훈 연기톤 잘못잡았고~ 차태현의 식상한연기에다가 어떻게든 울리려는 신파극~90년대에 만든 영화였다면 7점정도는 줬다,1,2018.01.02,신과함께
"진짜 재밌고 , 슬픈 영화 ❗",10,2018.01.02,신과함께
큰 임팩트는 없었지만 의외의 서정성이 마음을 흔들다,8,2018.01.02,신과함께
환타지좋아하는 내겐 만족스러웠던영화. CG도 시원시원하고 등장인물들도 재밌었다. 원작이 만화라 스토리가 만화스럽지만 그영화를 보고 효를 다시 생각하고 나를 돌아보며 잘살아야겠단반성을 했으니 내게는 의미도있는영화 재미있었다,7,2018.01.02,신과함께
원작의 그 감동과 재미를 못가져온 아쉬움이 큰거 같고 CG가 재미 없었다 SF를 보는건지 스토리있는 영화를 보는건지 도중에 지루함이 강했다,5,2018.01.02,신과함께
"유치하고 신파의 모든걸 갖다놓고 관객의 눈물을 짜내는 영화 소방관의 희생, 가난, 아픔, 효....  감독의 수준 알만한 영화 대기업 돈으로 만든 영화라 스크린 독과점으로 천만 관객 돌파한 영화라고 평가할만큼 졸작이다",1,2018.01.02,신과함께
만화영화 같았지만 영화보고  용서를 빌어야 할 사람이 있나 생각하게 했다~,7,2018.01.02,신과함께
내용이 넘나 진부한. 억지로 눈물샘을 자극하려 한것같은.. 내용은 빼고 딱 cg만. 돈많이 들었을듯!,1,2018.01.02,신과함께
"아주 재밌어요. 눈물도 나고. 근데 남는 건 별로,",6,2018.01.02,신과함께
불교 내세 교리에 충실하려고 애씀,3,2018.01.02,신과함께
그냥저냥 킬링타임으로 괴안아요~ cg가 많구요~,6,2018.01.02,신과함께
"정말 재미있었구요, 정말 착하게 살아야겠다는 생각이 드는 영화였어요^^",10,2018.01.02,신과함께
기대와 수준이하 ... 도무지 관객수가 이해 안됨.,6,2018.01.02,신과함께
하정우는 역시 최고의 배우다,9,2018.01.02,신과함께
살아온 삶을 생각하며 보게 되는 영화  마지막엔 울게 되는 영화,10,2018.01.02,신과함께
기대된다,9,2018.01.02,신과함께
"평할 가치도 없는 무개념 드라마. 한국의 관객수준을 의심할만한 졸작. 영화보다가 중간에 나온 세번째 영화. 첫번째 하정우가 연출했다는 롤러코스터, 두번째 하정우주연의 터널, 이번이 세번째.....우연하게도 하정우와 관련있군.",0,2018.01.02,신과함께
이 영화가 900만을 넘었다는 건 아이러니다. 그 정도는 아닌데..  우리집은 초등학생이 보자고 하니까 함께 봤지만 그 아이도 결국은 영화 보다가 언제 끝나냐고 징징거리더라,7,2018.01.02,신과함께
너무 재미있던데 평점이 낮네요  스토리도 신선하구 CG좋고 헐리웃 영화보다 낫네요,9,2018.01.02,신과함께
부모님께 더 잘해야겠다는 생각이 드는 훈훈한 영화였는데. CG도 그렇게 거북하지 않았고 솔직히 볼만한 영화였다고 생각해요. 사람마다 취향이 있겠으나 그렇게 혹평할만한 영화는 아니었는데? 사람들이 좀 짜네요.,10,2018.01.02,신과함께
너무나도 감동적인 영화 였습니다. 즐거우며재미있었습니다,10,2018.01.02,신과함께
"한국영화의 CG제작 기술이 얼마나 발전했는지를 보려간게 아니다. 관람객을 상대로 시험에 들게하는 정말 어처구니없는... 한동안 잊혀지지 않을 영화임에 분명하다. 관객수 9백만을 넘긴 영화라면 지금상영중인 1987, 강철비는 5천만을 넘겨야 합당하다.",1,2018.01.02,신과함께
최고의 영화. 안보면 후회. 신파극이라고 하시는 분들도 있는데 그럼에도 불구하고 볼만함.,10,2018.01.02,신과함께
재미도 있고 눈물도 있고 감동도 있었다살면서 사람들에게 있을 수 있는 어쩔수 없는 사정을 생각하며 살아야 겠다 이 영화의 관객 층이 다양하다연세드신 분들이 친구분들과 오셨는데 좌석번호를 찾아 앉으시는 것이 쉽지않아 영화 초반 자리이동을 하느냐 좀 산만했는데 영화관에서 경로우대 차원에서 좌석안내를 해주시면 좋을것 같다,10,2018.01.02,신과함께
"컴퓨터 그래픽효과 매우딸림, 내용의 개연성이 조금 떨어짐, 전형적인 한국형 신파극으로 너무 감성적인 부분만 억지로 이끌어 내는느낌, 개인적으로 천만영화는 아닌듯한 완성도를 보여줌",6,2018.01.02,신과함께
잔잔하게 보다가 마지막에 엉엉 울었네요~ 울면서 보고나니 개운해요 ㅎ,7,2018.01.02,신과함께
한국영화가 이렇게 까지 발전했구나 생각하게 하는 영화입니다 남들은 뭐라고해도 저는 정말 재미 있게 봤습니다. 영화추천 잘안하는데 한번 보세요 정말 재미있습니다  가슴아픈 슬픈 내용도 있구요..,10,2018.01.02,신과함께
한마디로  돈아깝다는  생각뿐~~,5,2018.01.02,신과함께
원작 만화를 보신 분들에게는 비추입니다.  그런 좋은 원작을 토대로.....정말 아쉽네요,4,2018.01.02,신과함께
어제 봣습니다 크게 잼있진 않으나 그렇다고 그렇게 재미 없지도 않습니다 그럭저럭 볼만 했구요 우리나라 CG가 많이 좋아졌구나 하는걸 느꼈구요..음..마지막엔 슬픕니다.. 펑펑 울었습니다 ..ㅠㅠ ㅎㅎ,7,2018.01.02,신과함께
허무하다고 해야 할까? 사람마다 다르겠지만 제 취향은 아닙니다. 인과관계나 스토리 모두 엉성하고 그냥 그래픽 만화를 보는 것 같음.  강철비 8점 주었는데 이거 6점도 조금 과하다는 생각.,6,2018.01.02,신과함께
"1000년동안 49명 환생!! 1000년동안 훌륭한 의인 49명.? 모처럼 힘들게 살았던 지난 10년!! 그건 부모의 잘못도 가족도 잘 못이 아닌 다 내 잘못이었다. 새삼 나의 지난 과거를 돌이켜 볼 수 있었던 영화였다. 다만, 종교적으로 반대되는 사람들은 별로라고 신파라고 그리고 CG만 볼만하다고... 생전에 착하고 진실되고 매사 성실하고 의롭게 살면서 효도해라. 특히 닥빨들과 세습교회목사들, 세습재벌 적폐들에게 권해주고 싶은 영화다.",10,2018.01.02,신과함께
그런대로. 차태현 연기는 좀...권선징악,7,2018.01.02,신과함께
"사실 중간중간 좀 지루한 면이 있었음. 불교 교리를 잘 아는 사람들은 직관적으로 이해할 수 있는 부분이 있을 것 같은데, 반대로 잘 모르는 사람들 입장에서 영화의 목적이 정확히 뭔지 잘 이해하기 어려운 부분도 있지 않나 싶음. 다만 막판 신파는 그뤠잇~!",7,2018.01.02,신과함께
진짜별루다 지루해 정말..,1,2018.01.02,신과함께
돈이 아깝다  과대광고의 최고봉,1,2018.01.02,신과함께
결국 흥행은 기승전 신파여야 하는가? 엉성한 스토리. 볼만한건 CG!,1,2018.01.02,신과함께
잘 봤습니다. 몇가지 아쉽네요. 1.혜원맥 컨셉이 더 진중했으면. 2.오달수는 양호하나. 다찌마와리 오버 맥을 끊어요. 3.전투씬이 너무 산만. 4.지옥씬중에서 죄인들 벌받는게 더 자세히 나왔으면 무서웠을텐데...,7,2018.01.02,신과함께
재미있다. 바가지머리 김향기 귀엽다. 마지막에 울음참느라 혼났다. 주변 남자들도 많이 울더라,10,2018.01.02,신과함께
